case_id,reported_date,case_type,subject_ar,case_summary_ar,handling_unit,case_status
CASE-00910,2022-10-13,تسريب معلومات,ملخص مواجهة أطراف في الملف رقم MF-2022-798,محضر مواجهة يتضمن إفادات أطراف قد ترتب مسؤولية نظامية. المرجع CASE-2022-1119 · الجهة المعنية: الموارد البشرية.,الموارد البشرية,محال للجهة المختصة
CASE-00911,2023-11-22,تسريب معلومات,قضية تمويل مشبوه مرتبط بشبكة خارجية,إحالة إلى الجهات الأمنية بعد رصد نمط تمويل يتصل بأنشطة استخبارات. المرجع CASE-2023-4603 · الجهة المعنية: الأمانة العامة.,الأمانة العامة,منتهي بتوصيات
CASE-00912,2019-07-22,احتيال مالي,تحقيق في مخالفة تعاقدية مع منظمة إقليمية,تحقيق في إخلال ببنود تعاقدية قد يرتب مطالبات مالية كبيرة. المرجع CASE-2019-7573 · الجهة المعنية: الأمانة العامة.,الأمانة العامة,منتهي بتوصيات
CASE-00913,2023-12-10,تسريب معلومات,تحقيق في تواطؤ محتمل بين موردي قطاع الخدمات الرقمية,تحقيق في مؤشرات تنسيق أسعار بين موردين في منافسة مغلقة. المرجع CASE-2023-8069 · الجهة المعنية: وحدة مكافحة الاحتيال.,وحدة مكافحة الاحتيال,محال للجهة المختصة
CASE-00914,2022-11-27,مخالفة تعاقدية,تحقيق في تسريب مسودة مذكرة تفاهم مع شريك خارجي,تسريب مسودة مذكرة تفاهم قبل توقيعها رسميًا. المرجع CASE-2022-1877 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,مغلق
CASE-00915,2025-11-20,مخالفة مشتريات,تحقيق في تواطؤ محتمل بين موردي قطاع العمليات,تحقيق في مؤشرات تنسيق أسعار بين موردين في منافسة مغلقة. المرجع CASE-2025-5185 · الجهة المعنية: الموارد البشرية.,الموارد البشرية,قيد المراجعة القانونية
CASE-00916,2021-05-19,استخدام غير مصرح للأنظمة,تحقيق في محاولة الوصول إلى سجلات تحركات القوات,محاولة موظف الوصول إلى سجلات تحركات القوات دون تصريح. المرجع CASE-2021-8422 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,قيد المراجعة القانونية
CASE-00917,2020-02-21,تعارض مصالح,مراجعة استراتيجية لمخاطر الالتزام في قطاع الخدمات الرقمية,مراجعة استراتيجية لمخاطر التزام قد تؤدي إلى غرامات تنظيمية. المرجع CASE-2020-1262 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,قيد التحقيق
CASE-00918,2024-02-05,استخدام غير مصرح للأنظمة,منشور سياسة السلوك المهني - إدارة المخاطر 2024,منشور عام يوضح مبادئ السلوك المهني المعتمدة. المرجع CASE-2024-3537 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,بانتظار الرد
CASE-00919,2019-04-23,احتيال مالي,تحقيق في تسريب خطط عمليات أمنية لفعالية وطنية,تسريب جدول عمليات أمنية قبل تنفيذ الفعالية الوطنية. المرجع CASE-2019-6616 · الجهة المعنية: وحدة مكافحة الاحتيال.,وحدة مكافحة الاحتيال,مغلق
CASE-00920,2024-02-21,مخالفة تعاقدية,قضية تسريب الميزانية الاستراتيجية قبل الاعتماد,تسريب أرقام الميزانية الاستراتيجية إلى جهة خارجية قبل اعتمادها. المرجع CASE-2024-8690 · الجهة المعنية: التدقيق الداخلي.,التدقيق الداخلي,محال للجهة المختصة
CASE-00921,2021-05-13,بلاغ مبلّغ,طلب تصحيح بيانات هوية في سجل الموظفين,طلب تصحيح حقول هوية وبيانات تواصل في السجل. المرجع CASE-2021-6101 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,منتهي بتوصيات
CASE-00922,2020-09-14,بلاغ مبلّغ,تحقيق في احتيال مالي بقيمة تقديرية 3 مليون ريال,تحقيق داخلي في معاملات مالية غير مبررة وتوصيات الإحالة. المرجع CASE-2020-4589 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,قيد التحقيق
CASE-00923,2020-04-12,مخالفة تعاقدية,منشور سياسة السلوك المهني - الخدمات المساندة 2020,منشور عام يوضح مبادئ السلوك المهني المعتمدة. المرجع CASE-2020-6653 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,محال للجهة المختصة
CASE-00924,2020-07-15,استخدام غير مصرح للأنظمة,تحقيق في تواطؤ محتمل بين موردي قطاع الأعمال المؤسسية,تحقيق في مؤشرات تنسيق أسعار بين موردين في منافسة مغلقة. المرجع CASE-2020-2747 · الجهة المعنية: إدارة المخاطر.,إدارة المخاطر,قيد التحقيق
CASE-00925,2026-01-16,احتيال مالي,قضية تعارض مصالح في ترسية برنامج المدن الذكية,قضية تعارض مصالح بين عضو لجنة وأحد الموردين المتنافسين. المرجع CASE-2026-6799 · الجهة المعنية: وحدة مكافحة الاحتيال.,وحدة مكافحة الاحتيال,قيد المراجعة القانونية
CASE-00926,2020-12-10,مخالفة تعاقدية,ملخص مواجهة أطراف في الملف رقم MF-2020-414,محضر مواجهة يتضمن إفادات أطراف قد ترتب مسؤولية نظامية. المرجع CASE-2020-8296 · الجهة المعنية: التدقيق الداخلي.,التدقيق الداخلي,منتهي بتوصيات
CASE-00927,2024-06-03,استخدام غير مصرح للأنظمة,قضية تسريب الميزانية الاستراتيجية قبل الاعتماد,تسريب أرقام الميزانية الاستراتيجية إلى جهة خارجية قبل اعتمادها. المرجع CASE-2024-4852 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,قيد التحقيق
CASE-00928,2019-04-16,مخالفة تعاقدية,تحقيق في تلاعب بسجلات الاعتماد في نظام إدارة الهوية المركزي,تحقيق في تعديل غير مصرح لسجلات الاعتماد المالي. المرجع CASE-2019-8671 · الجهة المعنية: وحدة مكافحة الاحتيال.,وحدة مكافحة الاحتيال,قيد المراجعة القانونية
CASE-00929,2019-10-03,احتيال مالي,تحقيق في تواطؤ محتمل بين موردي قطاع الحلول الحكومية,تحقيق في مؤشرات تنسيق أسعار بين موردين في منافسة مغلقة. المرجع CASE-2019-1934 · الجهة المعنية: مكتب حماية المبلّغين.,مكتب حماية المبلّغين,بانتظار الرد
CASE-00930,2019-01-05,استخدام غير مصرح للأنظمة,تحقيق في مخالفة تعاقدية مع صندوق استثماري دولي,تحقيق في إخلال ببنود تعاقدية قد يرتب مطالبات مالية كبيرة. المرجع CASE-2019-5010 · الجهة المعنية: الموارد البشرية.,الموارد البشرية,بانتظار الرد
CASE-00931,2023-01-01,مخالفة تعاقدية,قضية اشتباه تجسس إلكتروني على نظام الأرشفة الإلكترونية,تعاون مع جهات استخبارات وطنية بشأن نشاط تجسس مشتبه به. المرجع CASE-2023-1173 · الجهة المعنية: إدارة المخاطر.,إدارة المخاطر,محال للجهة المختصة
CASE-00932,2024-12-10,مخالفة مشتريات,بلاغ عن تسريب بيانات تخص منشأة حيوية وطنية,بلاغ داخلي عن نقل وثائق تخص منشأة حيوية إلى جهة غير مصرح لها. المرجع CASE-2024-1071 · الجهة المعنية: التدقيق الداخلي.,التدقيق الداخلي,بانتظار الرد
CASE-00933,2023-10-10,تسريب معلومات,قضية تسريب الميزانية الاستراتيجية قبل الاعتماد,تسريب أرقام الميزانية الاستراتيجية إلى جهة خارجية قبل اعتمادها. المرجع CASE-2023-3464 · الجهة المعنية: الموارد البشرية.,الموارد البشرية,مغلق
